N° de ligne;CodeHier;CodeActe;Libellé;GestesComplémentaires;Modulateur;TypeLigne;Consigne de codage pour le PMSI;Action année N S: suppression/A : Ajout/M: Modification;Caractéristique modification à publier;Séance;Dédié;Non dédié;Collectif;Pluriprofessionnel;Appareillage avec étapes;Début de validité;Fin de validité;Pondération acte isolé - 2012-2018;Pondération étape A 2012-2018;Pondération étape B 2012-2018;Pondération étape C 2012-2018;Pondération + modulateur HW 2012-2018;Pondération + modulateur LJ 2012-2018;Pondération + modulateur QM2012-2018;Pondération + modulateur XH 2012-2018
3272;09.03.03;PEM+264;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3273;09.03.03;PEM+264;essai de cale-pied, accoudoirs, appui-tête simple, inclinaison du dossier, pantographe, tension du dossier;;;N;;;;;;;;;;;;;;;;;;;
3274;09.03.03;PEM+112;Réglage secondaire de fauteuil roulant ou de véhicule de substitution à la locomotion;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;7;;;;;;;
3275;09.03.03;PEM+112;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3276;09.03.03;PEM+112;réglage du véhicule pour permettre la propulsion la plus efficiente;;;N;;;;;;;;;;;;;;;;;;;
3277;09.03.03;PEM+112;réglage de l'assise pour faciliter les transferts et la propulsion en respectant l'ergonomie;;;N;;;;;;;;;;;;;;;;;;;
3278;09.03.03;PEM+112;réglage des freins et de l'axe des roues arrières selon les capacités de propulsion du patient;;;N;;;;;;;;;;;;;;;;;;;
3279;09.03.03;PEM+025;Réparation mécanique de fauteuil roulant ou de véhicule de substitution à la locomotion;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;14;;;;;;;
3280;09.03.03;PEM+025;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3281;09.03.03;PEM+025;changement de pièce;;;N;;;;;;;;;;;;;;;;;;;
3282;09.03.03;PEM+025;maintenance des freins;;;N;;;;;;;;;;;;;;;;;;;
3283;09.03.03;PEM+114;Réparation électronique de fauteuil roulant ou de véhicule de substitution à la locomotion;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;14;;;;;;;
3284;09.03.03;PEM+114;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3285;09.03.03;PEM+114;recherche des pannes en fonction des signes et/ou codes d'alerte;;;N;;;;;;;;;;;;;;;;;;;
3286;09.03.03;PEM+114;maintenance des freins;;;N;;;;;;;;;;;;;;;;;;;
3287;09.03.03;;;;;LV;;;;;;;;;;;;;;;;;;;
3288;09.04;;Actes de rééducation et apprentissage de l'utilisation d'appareillage;;;T;;;;;;;;;;;;;;;;;;;
3289;09.04;;;;;LV;;;;;;;;;;;;;;;;;;;
3290;09.04;;;;;LV;;;;;;;;;;;;;;;;;;;
3291;09.04.01;;Actes d'apprentissage de l'utilisation de dispositif technique de compensation ou d'orthèse;;;T;;;"Rédaction modifiée, ajout de la mention ""ou de prothèse"" ";;;;;;;;;;;;;;;;
3292;09.04.01;;;;;LV;;;;;;;;;;;;;;;;;;;
3293;09.04.01;ZZR+053;Séance d'apprentissage et entrainement à l'utilisation de dispositif technique de compensation;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;"Modulateur BN supprimé ; caractère non dédié modifié";oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;23;;;;;;;
3294;09.04.01;ZZR+053;À l'exclusion de :;;;N;;;;;;;;;;;;;;;;;;;
3295;09.04.01;ZZR+053;apprentissage et entrainement à l'utilisation de dispositif technique de compensation informatique ou électronique (ZZR+038);;;N;;;;;;;;;;;;;;;;;;;
3296;09.04.01;ZZR+053;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3297;09.04.01;ZZR+053;information du patient et/ou de son entourage concernant l'utilisation du dispositif de compensation, sa finalité et les bénéfices attendus;;;N;;;;;;;;;;;;;;;;;;;
3298;09.04.01;ZZR+053;démonstration;;;N;;;;;;;;;;;;;;;;;;;
3299;09.04.01;ZZR+053;mise en situation d'installation, d'utilisation;;;N;;;;;;;;;;;;;;;;;;;
3300;09.04.01;ZZR+053;répétition des gestes et mémorisation;;;N;;;;;;;;;;;;;;;;;;;
3301;09.04.01;ZZR+053;information sur les consignes d'utilisation, d'hygiène et de maintenance et sur la législation;;;N;;;;;;;;;;;;;;;;;;;
3302;09.04.01;ZZR+038;Séance d'apprentissage et entrainement à l'utilisation de dispositif technique de compensation informatique ou électronique;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;"Modulateur BN supprimé ; caractère non dédié modifié";oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;27;;;;;;;
3303;09.04.01;ZZR+038;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3304;09.04.01;ZZR+038;information du patient et/ou de son entourage concernant l'utilisation du dispositif de compensation, sa finalité et les bénéfices attendus;;;N;;;;;;;;;;;;;;;;;;;
3305;09.04.01;ZZR+038;démonstration;;;N;;;;;;;;;;;;;;;;;;;
3306;09.04.01;ZZR+038;mise en situation d'installation, d'utilisation;;;N;;;;;;;;;;;;;;;;;;;
3307;09.04.01;ZZR+038;répétition des gestes et mémorisation;;;N;;;;;;;;;;;;;;;;;;;
3308;09.04.01;ZZR+038;information sur les consignes d'utilisation et de maintenance;;;N;;;;;;;;;;;;;;;;;;;
3309;09.04.01;MKR+226;Séance de réapprentissage de la préhension avec orthèse;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;"Modulateur BN supprimé ; caractère non dédié modifié";oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;20;;;;;;;
3310;09.04.01;MKR+226;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3311;09.04.01;MKR+226;décomposition des mouvements;;;N;;;;;;;;;;;;;;;;;;;
3312;09.04.01;MKR+226;exercices de préhension;;;N;;;;;;;;;;;;;;;;;;;
3313;09.04.01;MKR+226;apprentissage;;;N;;;;;;;;;;;;;;;;;;;
3314;09.04.01;MKR+226;adaptations de l'orthèse découlant de l'observation du professionnel ou des remarques du patient;;;N;;;;;;;;;;;;;;;;;;;
3315;09.04.01;MKR+226;aide à l'intégration de l'orthèse dans le schéma corporel;;;N;;;;;;;;;;;;;;;;;;;
3316;09.04.01;NKR+189;Séance de réapprentissage de la marche avec orthèse;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;"Modulateur BN supprimé ; caractère non dédié modifié";oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;11;;;;;;;
3317;09.04.01;NKR+189;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3318;09.04.01;NKR+189;décomposition des temps de marche;;;N;;;;;;;;;;;;;;;;;;;
3319;09.04.01;NKR+189;marche sur parcours de marche, en escalier, sur plan incliné;;;N;;;;;;;;;;;;;;;;;;;
3320;09.04.01;NKR+189;exercices d'équilibre;;;N;;;;;;;;;;;;;;;;;;;
3321;09.04.01;NKR+189;apprentissage du passage de la position assise à la position debout;;;N;;;;;;;;;;;;;;;;;;;
3322;09.04.01;NKR+189;adaptations découlant de l'observation du professionnel ou des remarques du patient;;;N;;;;;;;;;;;;;;;;;;;
3323;09.04.01;NKR+189;aide à l'intégration de l'orthèse dans le schéma corporel;;;N;;;;;;;;;;;;;;;;;;;
3324;09.04.01;;;;;LV;;;;;;;;;;;;;;;;;;;
3325;09.04.02;;Actes de rééducation et apprentissage de l'utilisation de prothèse externe de membre;;;T;;;;;;;;;;;;;;;;;;;
3326;09.04.02;;Codage : les actes de réadaptation ou de réentrainement sont à coder avec les actes du souschapitre Actes de prise en charge à visée thérapeutique des troubles des fonctions de l'appareil locomoteur ou liées au mouvement (07.02);;;NT;;;;;;;;;;;;;;;;;;;
3327;09.04.02;;;;;LV;;;;;;;;;;;;;;;;;;;
3328;09.04.02;ZDM+003;Séance de préparation préalable à la rééducation, du moignon en phase de cicatrisation;;EZ;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;35;;;;;;;
3329;09.04.02;ZDM+003;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3330;09.04.02;ZDM+003;mobilisation tissulaire :;;;N;;;;;;;;;;;;;;;;;;;
3331;09.04.02;ZDM+003;drainage de la racine du membre;;;N2;;;;;;;;;;;;;;;;;;;
3332;09.04.02;ZDM+003;pétrissage et pression-dépression du moignon;;;N2;;;;;;;;;;;;;;;;;;;
3333;09.04.02;ZDM+003;drainage lymphatique du moignon;;;N2;;;;;;;;;;;;;;;;;;;
3334;09.04.02;ZDM+003;mobilisation du moignon :;;;N;;;;;;;;;;;;;;;;;;;
3335;09.04.02;ZDM+003;mobilisation active et passive des articulations proximales de l'amputation;;;N2;;;;;;;;;;;;;;;;;;;
3336;09.04.02;ZDM+003;récupération des amplitudes physiologiques, lutte contre le flessum;;;N2;;;;;;;;;;;;;;;;;;;
3337;09.04.02;ZDM+003;inhibition des sensations douloureuses par stimulation manuelle ou instrumentale :;;;N;;;;;;;;;;;;;;;;;;;
3338;09.04.02;ZDM+003;manœuvres de tapotements, massages doux et rapides [effet gate control];;;N2;;;;;;;;;;;;;;;;;;;
3339;09.04.02;ZDM+003;électrothérapie;;;N2;;;;;;;;;;;;;;;;;;;
3340;09.04.02;ZDM+003;Les actions décrites ici seront associées de façon différente selon le niveau d'évolution;;;N;;;;;;;;;;;;;;;;;;;
3341;09.04.02;ZDM+013;Séance de préparation préalable à la rééducation, du moignon cicatrisé;;EZ;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;35;;;;;;;
3342;09.04.02;ZDM+013;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3343;09.04.02;ZDM+013;mobilisation tissulaire :;;;N;;;;;;;;;;;;;;;;;;;
3344;09.04.02;ZDM+013;drainage de la racine du membre;;;N2;;;;;;;;;;;;;;;;;;;
3345;09.04.02;ZDM+013;pétrissage et pression-dépression du moignon;;;N2;;;;;;;;;;;;;;;;;;;
3346;09.04.02;ZDM+013;drainage lymphatique du moignon;;;N2;;;;;;;;;;;;;;;;;;;
3347;09.04.02;ZDM+013;mobilisation du moignon :;;;N;;;;;;;;;;;;;;;;;;;
3348;09.04.02;ZDM+013;mobilisation active et passive des articulations proximales de l'amputation;;;N2;;;;;;;;;;;;;;;;;;;
3349;09.04.02;ZDM+013;récupération des amplitudes physiologiques, lutte contre le flessum;;;N2;;;;;;;;;;;;;;;;;;;
3350;09.04.02;ZDM+013;inhibition des sensations douloureuses par stimulation manuelle ou instrumentale :;;;N;;;;;;;;;;;;;;;;;;;
3351;09.04.02;ZDM+013;manœuvres de tapotements, massages doux et rapides [effet gate control];;;N2;;;;;;;;;;;;;;;;;;;
3352;09.04.02;ZDM+013;électrothérapie;;;N2;;;;;;;;;;;;;;;;;;;
3353;09.04.02;ZDM+013;Les actions décrites ici seront associées de façon différente selon le niveau d'évolution;;;N;;;;;;;;;;;;;;;;;;;
3354;09.04.02;ZDR+067;Séance d'apprentissage du chaussage d'une prothèse de membre;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;14;;;;;;;
3355;09.04.02;ZDR+067;Codage : cet acte ne peut être codé que s'il est réalisé isolément et pour un seul patient;;;N;;;;;;;;;;;;;;;;;;;
3356;09.04.02;ZDR+067;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3357;09.04.02;ZDR+067;démonstration;;;N;;;;;;;;;;;;;;;;;;;
3358;09.04.02;ZDR+067;mise en application;;;N;;;;;;;;;;;;;;;;;;;
3359;09.04.02;ZDR+067;répétition;;;N;;;;;;;;;;;;;;;;;;;
3360;09.04.02;ZDR+067;acquisition d'autonomie;;;N;;;;;;;;;;;;;;;;;;;
3361;09.04.02;MKR+074;Séance d'apprentissage de la préhension avec prothèse;;EZ;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;"Modulateur BN supprimé ; caractère non dédié modifié";oui;oui;possible ;non;non;non;"Version 2012 ; 30/03/2012";;20;;;;;;;
3362;09.04.02;MKR+074;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3363;09.04.02;MKR+074;prévention des situations douloureuses;;;N;;;;;;;;;;;;;;;;;;;
3364;09.04.02;MKR+074;préparation à la capacité gestuelle;;;N;;;;;;;;;;;;;;;;;;;
3365;09.04.02;MKR+074;apprentissage de l'hygiène et de l'autosurveillance;;;N;;;;;;;;;;;;;;;;;;;
3366;09.04.02;MKR+074;apprentissage du chaussage de la prothèse;;;N;;;;;;;;;;;;;;;;;;;
3367;09.04.02;MKR+074;apprentissage et entrainement aux différentes fonctions de la prothèse par exercices élémentaires puis composés;;;N;;;;;;;;;;;;;;;;;;;
3368;09.04.02;MKR+074;apprentissage du contrôle de la force de préhension;;;N;;;;;;;;;;;;;;;;;;;
3369;09.04.02;MKR+074;développement de la dextérité, rapidité et précision des gestes;;;N;;;;;;;;;;;;;;;;;;;
3370;09.04.02;MKR+074;mise en situation;;;N;;;;;;;;;;;;;;;;;;;
3371;09.04.02;MKR+074;aide à l'identification des mouvements parasites et à leur contrôle;;;N;;;;;;;;;;;;;;;;;;;
3372;09.04.02;MKR+074;réglages découlant de l'observation du professionnel ou des remarques du patient;;;N;;;;;;;;;;;;;;;;;;;
3373;09.04.02;MKR+074;aide à l'intégration de la prothèse dans le schéma corporel;;;N;;;;;;;;;;;;;;;;;;;
3374;09.04.02;NKR+266;Séance de réapprentissage de la marche avec prothèse;;"EZ;TF;RW;HW;LJ";L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;"Modulateur BN supprimé ; caractère non dédié modifié";oui;oui;possible ;non;non;non;"Version 2012 ; 30/03/2012";;23;;;;43;43;;
3375;09.04.02;NKR+266;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3376;09.04.02;NKR+266;décomposition des temps de marche;;;N;;;;;;;;;;;;;;;;;;;
3377;09.04.02;NKR+266;marche sur parcours de marche, en escalier, sur plan incliné;;;N;;;;;;;;;;;;;;;;;;;
3378;09.04.02;NKR+266;exercices d'équilibre;;;N;;;;;;;;;;;;;;;;;;;
3379;09.04.02;NKR+266;apprentissage du passage de la position assise à la position debout;;;N;;;;;;;;;;;;;;;;;;;
3380;09.04.02;NKR+266;adaptations découlant de l'observation du professionnel ou des remarques du patient;;;N;;;;;;;;;;;;;;;;;;;
3381;09.04.02;NKR+266;aide à l'intégration de l'orthèse dans le schéma corporel;;;N;;;;;;;;;;;;;;;;;;;
3382;09.04.02;;;;;LV;;;;;;;;;;;;;;;;;;;
3383;09.04.03;;Actes de rééducation et apprentissage de l'utilisation de fauteuil roulant ou de véhicule de substitution à la locomotion;;;T;;;;;;;;;;;;;;;;;;;
3384;09.04.03;;;;;LV;;;;;;;;;;;;;;;;;;;
3385;09.04.03;PCR+143;Séance de rééducation musculaire individuelle pour utilisation de fauteuil roulant manuel;;EZ;L;Peut, au plus,  être codé une fois le matin et l'après-midi;;Modulateur BN supprimé;oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;21;;;;;;;
3386;09.04.03;PCR+143;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3387;09.04.03;PCR+143;rééducation du membre supérieur et du tronc pour la propulsion et l'équilibre en position assise, renforcement musculaire des membres supérieurs et du tronc;;;N;;;;;;;;;;;;;;;;;;;
3388;09.04.03;PCR+143;utilisation du membre inférieur sain;;;N;;;;;;;;;;;;;;;;;;;
3389;09.04.03;PCR+143;exercices d'endurance, rééducation en terrain accidenté;;;N;;;;;;;;;;;;;;;;;;;
3390;09.04.03;PCR+125;Séance de rééducation musculaire collective pour utilisation de fauteuil roulant manuel;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;;Modulateur BN supprimé;oui;non;non;oui;non;non;"Version 2012 ; 30/03/2012";;10;;;;;;;
3391;09.04.03;PCR+125;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3392;09.04.03;PCR+125;rééducation du membre supérieur et du tronc pour la propulsion et l'équilibre en position assise, renforcement musculaire des membres supérieurs et du tronc;;;N;;;;;;;;;;;;;;;;;;;
3393;09.04.03;PCR+125;utilisation du membre inférieur sain;;;N;;;;;;;;;;;;;;;;;;;
3394;09.04.03;PCR+125;exercices d'endurance, rééducation en terrain accidenté;;;N;;;;;;;;;;;;;;;;;;;
3395;09.04.03;PER+132;Séance d'apprentissage à l'utilisation d'un fauteuil roulant ou d'un véhicule de substitution à la locomotion sur parcours aménagé prédéfini [parcours fauteuil roulant];;"EZ;TF;RW;HW;LJ";L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;"Supression de l'adjectif ""individuel"" ; modulateur BN supprimé";oui;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;12;;;;32;32;;
3396;09.04.03;PER+132;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3397;09.04.03;PER+132;aménagement et/ou adaptation du parcours fauteuil roulant;;;N;;;;;;;;;;;;;;;;;;;
3398;09.04.03;PER+132;présentation de l'exercice et des consignes de réalisation;;;N;;;;;;;;;;;;;;;;;;;
3399;09.04.03;PER+132;sensibilisation aux risques liés à l'usage du fauteuil roulant;;;N;;;;;;;;;;;;;;;;;;;
3400;09.04.03;PER+132;apprentissage de la technique de propulsion avant et arrière, du maniement du fauteuil et du franchissement d'obstacles, du maintien de l'équilibre du fauteuil et de l'apprentissage du 2 roues;;;N;;;;;;;;;;;;;;;;;;;
3401;09.04.03;PER+132;observation et analyse des aptitudes du patient et réajustement du parcours, de l'exercice et/ou des consignes;;;N;;;;;;;;;;;;;;;;;;;
3402;09.04.03;PER+103;Séance d'apprentissage de l'utilisation d'un fauteuil roulant ou d'un véhicule de substitution à la locomotion en établissement;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;9;;;;;;;
3403;09.04.03;PER+103;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3404;09.04.03;PER+103;apprentissage des modalités de transfert propres au fauteuil;;;N;;;;;;;;;;;;;;;;;;;
3405;09.04.03;PER+103;apprentissage de l'utilisation du fauteuil roulant en milieu protégé;;;N;;;;;;;;;;;;;;;;;;;
3406;09.04.03;PER+103;apprentissage des réglages, du montage et du démontage des parties mobiles du fauteuil roulant;;;N;;;;;;;;;;;;;;;;;;;
3407;09.04.03;PER+043;Séance d'apprentissage à l'utilisation d'un fauteuil roulant électrique;;"EZ;TF;RW;HW;LJ";L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;"Supression de l'adjectif ""individuel"" ; modulateur BN supprimé";oui;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;9;;;;29;29;;
3408;09.04.03;PER+043;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3409;09.04.03;PER+043;aménagement et/ou adaptation du parcours fauteuil roulant;;;N;;;;;;;;;;;;;;;;;;;
3410;09.04.03;PER+043;présentation de l'exercice et des consignes de réalisation;;;N;;;;;;;;;;;;;;;;;;;
3411;09.04.03;PER+043;sensibilisation aux risques liés à l'usage du fauteuil roulant;;;N;;;;;;;;;;;;;;;;;;;
3412;09.04.03;PER+043;apprentissage du maniement du fauteuil;;;N;;;;;;;;;;;;;;;;;;;
3413;09.04.03;PER+043;observation et analyse des aptitudes du patient et réajustement du parcours, de l'exercice et/ou des consignes;;;N;;;;;;;;;;;;;;;;;;;
3414;09.04.03;PER+113;Séance individuelle de perfectionnement et/ou d'entrainement à l'utilisation d'un fauteuil roulant ou d'un véhicule de substitution à la locomotion sur parcours aménagé [parcours fauteuil roulant];;"TF;RW;HW;LJ";L;Peut, au plus,  être codé une fois le matin et l'après-midi;;Modulateur BN supprimé;oui;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;12;;;;32;32;;
3415;09.04.03;PER+113;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3416;09.04.03;PER+113;aménagement et/ou adaptation du parcours fauteuil roulant;;;N;;;;;;;;;;;;;;;;;;;
3417;09.04.03;PER+113;présentation de l'exercice et des consignes de réalisation;;;N;;;;;;;;;;;;;;;;;;;
3418;09.04.03;PER+113;sensibilisation aux risques liés à l'usage du fauteuil roulant;;;N;;;;;;;;;;;;;;;;;;;
3419;09.04.03;PER+113;développement de la capacité à se propulser et à franchir des obstacles en sécurité;;;N;;;;;;;;;;;;;;;;;;;
3420;09.04.03;PER+113;observation et analyse des aptitudes du patient et réajustement du parcours, de l'exercice et/ou des consignes;;;N;;;;;;;;;;;;;;;;;;;
3421;09.04.03;PER+207;Séance collective de perfectionnement et/ou d'entrainement à l'utilisation d'un fauteuil roulant ou d'un véhicule de substitution à la locomotion sur parcours aménagé [parcours fauteuil roulant];;"TF;RW;HW;LJ";L;Peut, au plus,  être codé une fois le matin et l'après-midi;;Modulateur BN supprimé;oui;non;non;oui;non;non;"Version 2012 ; 30/03/2012";;13;;;;18;18;;
3422;09.04.03;PER+207;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3423;09.04.03;PER+207;aménagement et/ou adaptation du parcours fauteuil roulant;;;N;;;;;;;;;;;;;;;;;;;
3424;09.04.03;PER+207;présentation de l'exercice et des consignes de réalisation;;;N;;;;;;;;;;;;;;;;;;;
3425;09.04.03;PER+207;sensibilisation aux risques liés à l'usage du fauteuil roulant;;;N;;;;;;;;;;;;;;;;;;;
3426;09.04.03;PER+207;développement de la capacité à se propulser et à franchir des obstacles en sécurité;;;N;;;;;;;;;;;;;;;;;;;
3427;09.04.03;PER+207;observation et analyse des aptitudes du patient et réajustement du parcours, de l'exercice et/ou des consignes;;;N;;;;;;;;;;;;;;;;;;;
3428;09.04.03;;;;;LV;;;;;;;;;;;;;;;;;;;
3429;10;;ÉDUCATION ET INFORMATION;;;T;;;;;;;;;;;;;;;;;;;
3430;10;;;;;LV;;;;;;;;;;;;;;;;;;;
3431;10;;;;;LV;;;;;;;;;;;;;;;;;;;
3432;10.01;;Actes d'éducation, dans le cadre d'un programme d'éducation thérapeutique;;;T;;;;;;;;;;;;;;;;;;;
3433;10.01;;Selon le Guide méthodologique de structuration d'un programme d'éducation thérapeutique du patient dans le champ des maladies chroniques de la Haute Autorité de Santé;;;NT;;;;;;;;;;;;;;;;;;;
3434;10.01;;;;;LV;;;;;;;;;;;;;;;;;;;
3435;10.01;;;;;LV;;;;;;;;;;;;;;;;;;;
3436;10.01.01;;Actes d'évaluation pour éducation, dans le cadre d'un programme d'éducation thérapeutique;;;T;;;;;;;;;;;;;;;;;;;
3437;10.01.01;;;;;LV;;;;;;;;;;;;;;;;;;;
3438;10.01.01;ZZC+255;Diagnostic éducatif initial sans établissement de programme personnalisé d'éducation thérapeutique;;;L;;M;Modulateur BN supprimé;;oui;non;non;oui;non;"Version 2012 ; 30/03/2012";;92;;;;;;;
3439;10.01.01;ZZC+255;Avec ou sans : entretien avec l'entourage du patient;;;N;;;;;;;;;;;;;;;;;;;
3440;10.01.01;ZZC+255;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3441;10.01.01;ZZC+255;entretien dirigé dans les cinq dimensions à explorer : biomédicale, socioprofessionnelle, psychologique, cognitive et projective;;;N;;;;;;;;;;;;;;;;;;;
3442;10.01.01;ZZC+255;concertation multidisciplinaire;;;N;;;;;;;;;;;;;;;;;;;
3443;10.01.01;ZZC+255;rédaction d'une synthèse;;;N;;;;;;;;;;;;;;;;;;;
3444;10.01.01;ZZC+028;Diagnostic éducatif initial avec établissement d'un programme personnalisé d'éducation thérapeutique;;;L;;M;Modulateur BN supprimé;;oui;non;non;oui;non;"Version 2012 ; 30/03/2012";;105;;;;;;;
3445;10.01.01;ZZC+028;Avec ou sans : entretien avec l'entourage du patient;;;N;;;;;;;;;;;;;;;;;;;
3446;10.01.01;ZZC+028;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3447;10.01.01;ZZC+028;diagnostic éducatif;;;N;;;;;;;;;;;;;;;;;;;
3448;10.01.01;ZZC+028;entretien dirigé pour diagnostic éducatif, dans les cinq dimensions à explorer : biomédicale, socioprofessionnelle, psychologique, cognitive et projective;;;N;;;;;;;;;;;;;;;;;;;
3449;10.01.01;ZZC+028;concertation multidisciplinaire;;;N;;;;;;;;;;;;;;;;;;;
3450;10.01.01;ZZC+028;rédaction d'une synthèse;;;N;;;;;;;;;;;;;;;;;;;
3451;10.01.01;ZZC+028;établissement d'un programme en collaboration avec le patient et l'équipe multidisciplinaire : objectifs éducatifs, compétences à acquérir – autosoin, adaptation –, contenu des séances, méthode et technique d'apprentissage, modalités d'évaluation individuelle;;;N;;;;;;;;;;;;;;;;;;;
3452;10.01.01;ZZQ+027;Évaluation intermédiaire des compétences acquises au cours d'un programme personnalisé d'éducation thérapeutique;;;L;;M;Modulateur BN supprimé;;oui;non;non;oui;non;"Version 2012 ; 30/03/2012";;82;;;;;;;
3453;10.01.01;ZZQ+027;Avec ou sans : entretien avec l'entourage du patient;;;N;;;;;;;;;;;;;;;;;;;
3454;10.01.01;ZZQ+027;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3455;10.01.01;ZZQ+027;entretien entre le patient et l'équipe interdisciplinaire;;;N;;;;;;;;;;;;;;;;;;;
3456;10.01.01;ZZQ+027;appréciation des compétences acquises en fonction des objectifs prévus;;;N;;;;;;;;;;;;;;;;;;;
3457;10.01.01;ZZQ+027;mise à jour de la synthèse;;;N;;;;;;;;;;;;;;;;;;;
3458;10.01.01;ZZQ+027;adaptation du programme;;;N;;;;;;;;;;;;;;;;;;;
3459;10.01.01;ZZQ+261;Évaluation finale des compétences acquises au cours d'un programme personnalisé d'éducation thérapeutique;;;L;;M;Modulateur BN supprimé;;oui;non;non;oui;non;"Version 2012 ; 30/03/2012";;106;;;;;;;
3460;10.01.01;ZZQ+261;Avec ou sans : entretien avec l'entourage du patient;;;N;;;;;;;;;;;;;;;;;;;
3461;10.01.01;ZZQ+261;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
3462;10.01.01;ZZQ+261;entretien entre le patient et l'équipe interdisciplinaire;;;N;;;;;;;;;;;;;;;;;;;
3463;10.01.01;ZZQ+261;appréciation des compétences acquises en fonction des objectifs prévus;;;N;;;;;;;;;;;;;;;;;;;
3464;10.01.01;ZZQ+261;actualisation du diagnostic éducatif;;;N;;;;;;;;;;;;;;;;;;;
3465;10.01.01;ZZQ+261;définition des compétences à acquérir en cas de difficultés d'apprentissage ou de non-atteinte de objectifs éducatifs initiaux et suggestion de moyens pour les acquérir;;;N;;;;;;;;;;;;;;;;;;;
3466;10.01.01;ZZQ+261;transmission des informations à l'équipe soignante d'aval;;;N;;;;;;;;;;;;;;;;;;;
3467;10.01.01;;;;;LV;;;;;;;;;;;;;;;;;;;
3468;10.01.02;;Séances d'éducation, dans le cadre d'un programme d'éducation thérapeutique;;;T;;;;;;;;;;;;;;;;;;;
3469;10.01.02;;;;;LV;;;;;;;;;;;;;;;;;;;
3470;10.01.02;ZZR+227;Séance individuelle d'éducation thérapeutique;;;L;Peut, au plus,  être codé une fois le matin et l'après-midi;;Modulateur BN supprimé;oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;31;;;;;;;
3471;10.01.02;ZZR+227;Avec ou sans : participation de l'entourage du patient;;;N;;;;;;;;;;;;;;;;;;;
3472;10.01.02;ZZR+227;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
